video_id,Description
7155928934750653742, culture
7153766037387873582," economy, commerce, and transportation"
7138171911766314286, culture
7137695989938490670, other
7137462702720617774, other
7137317724409089322, culture
7136219240473906474, other
7135811320447847722, other
7135544117823655211, other
7135180899297103147, other
7134863648295619886, culture
7134712002987052330, other
7134423576039394602, other
7133696752351431982, other
7133639560491257130, other
7133344822345108779, other
7133301810202185006, other
7349231215859502382," housing and social welfare, health, education, and labor"
7346455622642126123," economy, commerce, and transportation, health, education, and labor, housing and social welfare"
7345891858746445102, other
7330670680800775466," civil rights, immigration and international affairs"
7261703302742543658," defense, law, and crime"
7255797912356113707," defense, law, and crime, civil rights"
7172415707404176683, other
7163045034596650282, civil rights
7163005845628833067, civil rights
7162640962437582122, other
7157473128728349994," civil rights, immigration and international affairs"
7157405511741132078, civil rights
7155928934750653742, culture
7153766037387873582, education
